case_id,case_type,subject_identified,account_scope_documented,lookback_days,scope_elements_total,scope_elements_reviewed,evidence_item_count,evidence_source_types,corroborated_typology,disposition,rationale_claim_count,rationale_cited_count,escalation_trigger_count,escalation_flag,alert_to_open_days,open_to_complete_days,chronology_present,missing_5w,empty_narrative_fields,label,category,expected_check
CASE-0000305,FRAUD_REFERRAL,1,1,85,7,7,4,account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,5,9,1,,,0,clean,
CASE-0000306,STRUCTURING,1,1,149,7,7,3,internal_referral|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,5,14,1,,,0,clean,
CASE-0000307,LAYERING_PASSTHROUGH,1,1,307,8,8,9,open_source|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,2,39,1,,,0,clean,
CASE-0000308,STRUCTURING,1,1,35,5,5,10,transaction_records|kyc_file|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,5,20,1,,,0,major_findings,
CASE-0000309,LAYERING_PASSTHROUGH,1,0,276,4,4,6,internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,1,32,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000310,STRUCTURING,1,1,149,7,7,7,open_source|correspondence|internal_referral,1,ESCALATED_WITH_FINDING,5,5,2,1,3,18,1,,,0,clean,
CASE-0000311,LAYERING_PASSTHROUGH,1,1,264,8,8,4,negative_news_search|transaction_records|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,4,57,1,,,0,minor_findings,
CASE-0000312,FRAUD_REFERRAL,1,1,95,4,4,7,account_statements|kyc_file|internal_referral|transaction_records,0,ESCALATED_WITH_FINDING,6,6,1,1,2,18,1,,,0,clean,
CASE-0000313,STRUCTURING,1,1,111,3,3,8,open_source|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,5,16,1,,,0,clean,
CASE-0000314,STRUCTURING,1,1,138,4,4,3,open_source|internal_referral|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,3,12,1,,,0,clean,
CASE-0000315,STRUCTURING,1,1,158,6,6,8,internal_referral|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,2,36,1,,,0,minor_findings,
CASE-0000316,FUNNEL_ACCOUNT,1,1,261,4,4,8,open_source|account_statements|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,3,32,1,,,0,clean,
CASE-0000317,STRUCTURING,1,1,99,5,5,8,open_source|correspondence|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,4,12,1,,,0,clean,
CASE-0000318,STRUCTURING,1,1,154,4,4,6,internal_referral|correspondence|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,1,24,1,,,0,clean,
CASE-0000319,FRAUD_REFERRAL,1,1,79,7,7,6,negative_news_search|kyc_file,0,CLOSED_NO_FINDING,6,6,3,0,1,24,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000320,FUNNEL_ACCOUNT,1,1,285,7,7,7,open_source|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,2,38,0,,,0,major_findings,
CASE-0000321,STRUCTURING,1,1,100,7,7,5,negative_news_search|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,5,18,1,,,0,clean,
CASE-0000322,FUNNEL_ACCOUNT,1,1,213,6,6,7,account_statements|transaction_records|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,3,16,0,,case_background|conclusion,0,major_findings,
CASE-0000323,FUNNEL_ACCOUNT,1,1,300,5,3,7,negative_news_search|correspondence|account_statements|open_source,0,CLOSED_NO_FINDING,5,5,0,0,5,28,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000324,STRUCTURING,1,1,127,4,4,8,open_source|correspondence|negative_news_search,0,CLOSED_NO_FINDING,2,2,3,0,3,15,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000325,STRUCTURING,1,1,101,4,4,4,account_statements|open_source|kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,3,12,1,,,0,clean,
CASE-0000326,FUNNEL_ACCOUNT,1,1,183,6,6,3,negative_news_search|correspondence,0,CLOSED_NO_FINDING,3,3,0,1,5,16,1,,,0,minor_findings,
CASE-0000327,FRAUD_REFERRAL,1,1,84,4,4,9,negative_news_search|internal_referral|transaction_records|kyc_file,1,ESCALATED_WITH_FINDING,2,2,3,1,2,14,1,,,0,clean,
CASE-0000328,FRAUD_REFERRAL,1,1,88,6,4,5,internal_referral|negative_news_search|kyc_file|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,2,13,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000329,FUNNEL_ACCOUNT,1,1,278,7,7,5,transaction_records|account_statements|open_source|correspondence,1,ESCALATED_WITH_FINDING,6,6,1,1,1,22,1,,,0,clean,
CASE-0000330,SANCTIONS_REFERRAL,1,1,136,8,8,9,correspondence|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,5,12,1,,,0,clean,
CASE-0000331,FRAUD_REFERRAL,1,1,103,8,8,4,account_statements|kyc_file|open_source,0,CLOSED_NO_FINDING,3,3,0,0,4,13,1,,,0,clean,
CASE-0000332,STRUCTURING,1,1,108,6,6,3,internal_referral|transaction_records|negative_news_search|correspondence,0,CLOSED_NO_FINDING,6,6,1,0,5,21,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000333,FRAUD_REFERRAL,1,1,88,8,8,7,open_source|negative_news_search|kyc_file|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,1,13,1,,,0,clean,
CASE-0000334,FUNNEL_ACCOUNT,1,1,128,5,5,10,kyc_file|negative_news_search|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,5,24,1,,,0,major_findings,
CASE-0000335,SANCTIONS_REFERRAL,1,1,147,5,5,3,open_source|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,2,11,1,,,0,clean,
CASE-0000336,FRAUD_REFERRAL,1,1,64,6,6,7,kyc_file|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,4,23,0,,,0,major_findings,
CASE-0000337,FUNNEL_ACCOUNT,1,1,0,7,7,5,correspondence,0,CLOSED_NO_FINDING,6,6,0,0,5,20,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000338,LAYERING_PASSTHROUGH,1,1,185,8,8,6,transaction_records|account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,5,5,0,1,2,52,1,,,0,minor_findings,
CASE-0000339,SANCTIONS_REFERRAL,1,1,149,8,8,8,correspondence|kyc_file|account_statements,0,ESCALATED_WITH_FINDING,6,6,2,1,1,13,1,,,0,clean,
CASE-0000340,LAYERING_PASSTHROUGH,1,1,0,7,7,4,kyc_file|correspondence|transaction_records|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,3,19,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000341,LAYERING_PASSTHROUGH,1,1,278,6,3,3,transaction_records|kyc_file|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,2,34,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000342,SANCTIONS_REFERRAL,1,1,128,7,7,7,kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,4,14,1,,,0,clean,
CASE-0000343,FRAUD_REFERRAL,1,1,82,4,4,8,negative_news_search|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,2,38,1,,,0,minor_findings,
CASE-0000344,FRAUD_REFERRAL,1,1,100,4,4,8,correspondence|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,2,13,0,,,0,major_findings,
CASE-0000345,SANCTIONS_REFERRAL,1,1,116,6,6,8,transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,2,25,1,,,0,minor_findings,
CASE-0000346,FUNNEL_ACCOUNT,1,1,303,6,6,5,transaction_records|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,1,29,1,,,0,clean,
CASE-0000347,STRUCTURING,1,1,116,5,5,7,negative_news_search|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,4,17,1,,,0,clean,
CASE-0000348,FRAUD_REFERRAL,1,1,80,4,4,8,correspondence|open_source|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,2,18,1,,,0,clean,
CASE-0000349,STRUCTURING,1,1,109,8,8,6,open_source|correspondence|account_statements|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,2,23,1,,,0,clean,
CASE-0000350,STRUCTURING,1,1,127,8,8,8,kyc_file|correspondence|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,2,26,1,,,0,clean,
CASE-0000351,STRUCTURING,1,1,150,6,6,4,internal_referral|kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,2,23,1,,,0,clean,
CASE-0000352,LAYERING_PASSTHROUGH,1,1,230,3,3,6,negative_news_search|internal_referral|correspondence|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,3,15,1,,,0,clean,
CASE-0000353,SANCTIONS_REFERRAL,1,1,134,6,6,10,account_statements|correspondence|kyc_file|open_source,0,CLOSED_NO_FINDING,6,6,0,0,4,13,1,,,0,clean,
CASE-0000354,FRAUD_REFERRAL,1,1,70,5,5,8,kyc_file|internal_referral|correspondence|open_source,0,CLOSED_NO_FINDING,4,4,0,1,2,34,1,,,0,minor_findings,
CASE-0000355,STRUCTURING,1,1,140,8,8,4,account_statements|open_source,0,CLOSED_NO_FINDING,2,0,0,0,2,20,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000356,STRUCTURING,1,1,97,3,3,5,internal_referral|open_source,0,CLOSED_NO_FINDING,4,4,0,0,5,19,1,,,0,clean,
CASE-0000357,SANCTIONS_REFERRAL,1,1,92,4,4,8,correspondence|open_source|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,2,7,1,,,0,clean,
CASE-0000358,LAYERING_PASSTHROUGH,1,1,0,8,8,10,internal_referral|correspondence|negative_news_search|open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,39,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000359,STRUCTURING,1,1,101,5,5,3,negative_news_search|account_statements,1,ESCALATED_WITH_FINDING,4,4,3,1,3,15,1,,,0,clean,
CASE-0000360,FRAUD_REFERRAL,1,1,98,6,6,6,negative_news_search|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,4,12,1,,,0,clean,
CASE-0000361,LAYERING_PASSTHROUGH,1,1,236,8,8,9,kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,2,33,1,,,0,clean,
CASE-0000362,LAYERING_PASSTHROUGH,1,1,219,8,8,7,negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,5,50,1,,,0,minor_findings,
CASE-0000363,FUNNEL_ACCOUNT,1,1,220,3,3,5,open_source|internal_referral|transaction_records|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,5,13,1,,,0,clean,
CASE-0000364,FUNNEL_ACCOUNT,1,1,323,6,6,10,correspondence|transaction_records|kyc_file|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,3,34,1,,,0,clean,
CASE-0000365,SANCTIONS_REFERRAL,1,1,148,5,5,3,correspondence|internal_referral,1,ESCALATED_WITH_FINDING,3,3,2,1,4,5,1,,,0,clean,
CASE-0000366,FRAUD_REFERRAL,1,1,82,4,4,7,account_statements|internal_referral|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,1,19,1,,,0,clean,
CASE-0000367,STRUCTURING,1,1,152,3,3,6,account_statements|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,2,15,1,,,0,clean,
CASE-0000368,STRUCTURING,1,1,90,4,4,3,correspondence|internal_referral|open_source|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,1,17,1,,,0,clean,
CASE-0000369,STRUCTURING,1,1,114,7,7,3,kyc_file|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,3,59,1,,,0,major_findings,
CASE-0000370,SANCTIONS_REFERRAL,1,1,142,6,4,3,open_source|kyc_file|account_statements|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,3,13,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000371,LAYERING_PASSTHROUGH,1,1,258,4,4,8,open_source|kyc_file|negative_news_search|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,3,49,1,,,0,minor_findings,
CASE-0000372,FUNNEL_ACCOUNT,1,1,307,4,4,8,account_statements|kyc_file|transaction_records|open_source,0,CLOSED_NO_FINDING,3,3,0,0,5,22,1,,,0,clean,
CASE-0000373,FUNNEL_ACCOUNT,1,1,272,6,6,4,negative_news_search|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,5,20,1,,,0,clean,
CASE-0000374,FRAUD_REFERRAL,1,1,69,6,6,3,internal_referral|open_source|correspondence|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,1,14,1,,,0,clean,
CASE-0000375,LAYERING_PASSTHROUGH,1,1,247,3,3,3,negative_news_search|internal_referral|open_source,0,ESCALATED_WITH_FINDING,4,4,1,1,2,32,1,,,0,clean,
CASE-0000376,STRUCTURING,1,1,95,5,5,6,transaction_records|correspondence|account_statements|open_source,0,CLOSED_NO_FINDING,3,0,0,0,1,23,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000377,FRAUD_REFERRAL,1,1,95,6,6,8,open_source|internal_referral|correspondence|transaction_records,0,CLOSED_NO_FINDING,3,3,0,1,5,19,1,,,0,minor_findings,
CASE-0000378,FUNNEL_ACCOUNT,1,1,309,5,5,8,open_source|internal_referral|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,5,23,1,,,0,clean,
CASE-0000379,LAYERING_PASSTHROUGH,1,1,313,7,7,7,open_source|correspondence|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,5,52,1,,,0,minor_findings,
CASE-0000380,FRAUD_REFERRAL,1,1,61,5,5,7,negative_news_search|correspondence|internal_referral|account_statements,1,ESCALATED_WITH_FINDING,2,2,2,1,2,13,1,,,0,clean,
CASE-0000381,STRUCTURING,1,1,96,5,5,9,account_statements|internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,2,13,1,,,0,clean,
CASE-0000382,FRAUD_REFERRAL,1,1,88,3,3,7,internal_referral|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,5,20,1,,,0,clean,
CASE-0000383,STRUCTURING,1,1,119,6,6,4,internal_referral|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,3,23,1,,,0,clean,
CASE-0000384,LAYERING_PASSTHROUGH,0,1,185,7,7,5,negative_news_search|internal_referral|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,4,15,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000385,FRAUD_REFERRAL,1,1,70,3,1,7,account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,5,16,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000386,FUNNEL_ACCOUNT,1,1,198,8,8,5,negative_news_search|account_statements|open_source,1,ESCALATED_WITH_FINDING,5,5,1,1,5,23,1,,,0,clean,
CASE-0000387,FRAUD_REFERRAL,1,1,72,3,3,9,internal_referral|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,2,2,0,1,3,32,1,,,0,minor_findings,
CASE-0000388,SANCTIONS_REFERRAL,1,1,149,7,7,10,account_statements|open_source|transaction_records|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,2,16,1,,,0,clean,
CASE-0000389,STRUCTURING,1,1,107,3,3,5,account_statements,0,CLOSED_NO_FINDING,4,4,0,0,5,30,1,,,0,minor_findings,
CASE-0000390,LAYERING_PASSTHROUGH,1,1,280,4,4,3,negative_news_search|internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,4,29,1,,,0,clean,
CASE-0000391,STRUCTURING,1,1,137,6,6,3,open_source|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,5,11,1,,,0,clean,
CASE-0000392,FRAUD_REFERRAL,1,1,74,3,3,9,open_source,0,CLOSED_NO_FINDING,2,2,0,0,5,28,1,,,0,minor_findings,
CASE-0000393,SANCTIONS_REFERRAL,1,1,111,7,7,10,internal_referral|account_statements|transaction_records,0,CLOSED_NO_FINDING,4,4,0,1,5,17,1,,,0,minor_findings,
CASE-0000394,STRUCTURING,1,1,157,3,3,7,account_statements|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,4,22,1,,,0,clean,
CASE-0000395,STRUCTURING,1,1,134,8,8,6,account_statements|negative_news_search|correspondence,0,CLOSED_NO_FINDING,5,5,0,1,2,34,1,,,0,minor_findings,
CASE-0000396,STRUCTURING,1,1,139,5,5,5,correspondence|account_statements|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,2,24,1,,,0,clean,
CASE-0000397,LAYERING_PASSTHROUGH,1,1,284,4,4,8,open_source|kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,1,21,1,,,0,clean,
CASE-0000398,STRUCTURING,1,1,134,7,7,6,account_statements|correspondence|transaction_records|kyc_file,1,ESCALATED_WITH_FINDING,2,2,2,1,1,23,1,,,0,clean,
CASE-0000399,FRAUD_REFERRAL,1,1,83,6,6,5,account_statements|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,3,12,1,,,0,clean,
CASE-0000400,FRAUD_REFERRAL,1,1,107,8,8,6,account_statements|open_source,0,CLOSED_NO_FINDING,6,6,0,0,4,11,1,,,0,clean,
CASE-0000401,FUNNEL_ACCOUNT,1,1,267,3,3,9,kyc_file|open_source|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,2,26,1,,,0,clean,
CASE-0000402,FUNNEL_ACCOUNT,1,1,321,6,6,3,open_source|negative_news_search|transaction_records|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,2,28,1,,,0,clean,
CASE-0000403,FRAUD_REFERRAL,1,1,74,6,6,3,negative_news_search|account_statements|open_source|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,3,16,1,,,0,clean,
CASE-0000404,STRUCTURING,1,1,129,8,8,9,kyc_file|open_source|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,2,55,1,,case_background|activity_reviewed,0,major_findings,
CASE-0000405,STRUCTURING,1,1,72,8,8,9,correspondence|negative_news_search|internal_referral|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,62,1,,,0,major_findings,
CASE-0000406,STRUCTURING,1,1,142,5,5,10,internal_referral|account_statements|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,1,17,1,,,0,clean,
CASE-0000407,STRUCTURING,1,1,151,6,6,3,open_source|account_statements|internal_referral|correspondence,0,CLOSED_NO_FINDING,0,0,0,0,3,9,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000408,STRUCTURING,1,1,130,8,8,6,correspondence,0,CLOSED_NO_FINDING,2,2,0,1,5,11,1,,,0,minor_findings,
CASE-0000409,LAYERING_PASSTHROUGH,1,1,195,3,3,5,internal_referral|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,3,37,1,,,0,clean,
CASE-0000410,SANCTIONS_REFERRAL,1,1,159,4,4,8,transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,5,22,1,,,0,minor_findings,
CASE-0000411,STRUCTURING,1,1,127,6,6,6,transaction_records|correspondence|negative_news_search|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,3,14,1,,,0,clean,
CASE-0000412,LAYERING_PASSTHROUGH,1,1,217,5,5,8,negative_news_search|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,2,109,0,,,0,major_findings,
CASE-0000413,FRAUD_REFERRAL,1,1,90,6,6,4,correspondence|account_statements|negative_news_search|open_source,0,CLOSED_NO_FINDING,5,5,0,0,1,12,1,why|what,,0,major_findings,
CASE-0000414,STRUCTURING,1,1,129,7,7,3,internal_referral|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,1,16,1,,,0,clean,
CASE-0000415,LAYERING_PASSTHROUGH,1,1,312,5,5,10,correspondence|transaction_records|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,20,1,,,0,clean,
CASE-0000416,FUNNEL_ACCOUNT,1,1,313,6,6,3,kyc_file|negative_news_search|correspondence|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,3,26,1,,,0,clean,
CASE-0000417,FUNNEL_ACCOUNT,1,1,220,4,4,3,correspondence,0,CLOSED_NO_FINDING,3,3,0,1,3,16,1,,,0,minor_findings,
CASE-0000418,FUNNEL_ACCOUNT,1,1,239,5,5,10,kyc_file|open_source,0,CLOSED_NO_FINDING,4,4,0,0,3,32,1,,case_background|conclusion,0,major_findings,
CASE-0000419,STRUCTURING,1,1,147,3,3,5,kyc_file|open_source,0,CLOSED_NO_FINDING,6,6,0,0,1,18,1,,,0,clean,
CASE-0000420,FUNNEL_ACCOUNT,1,1,277,7,7,5,internal_referral|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,1,37,1,,,0,clean,
CASE-0000421,FRAUD_REFERRAL,1,1,100,8,8,4,open_source|transaction_records|internal_referral,0,ESCALATED_WITH_FINDING,6,6,3,1,3,24,1,,,0,clean,
CASE-0000422,LAYERING_PASSTHROUGH,1,1,221,4,4,8,internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,2,23,1,,,0,clean,
CASE-0000423,STRUCTURING,1,1,129,4,4,8,account_statements|internal_referral|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,5,15,1,,,0,clean,
CASE-0000424,STRUCTURING,1,1,99,3,3,10,transaction_records|correspondence|open_source|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,3,17,1,,,0,clean,
CASE-0000425,STRUCTURING,1,1,140,8,8,8,kyc_file|account_statements|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,5,17,1,,,0,clean,
CASE-0000426,SANCTIONS_REFERRAL,1,1,148,3,1,10,account_statements,0,CLOSED_NO_FINDING,5,5,0,0,4,10,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000427,FRAUD_REFERRAL,1,1,104,8,8,8,open_source|correspondence|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,3,15,1,,,0,clean,
CASE-0000428,FUNNEL_ACCOUNT,1,1,267,5,5,5,transaction_records|open_source|correspondence|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,2,22,1,,,0,clean,
CASE-0000429,SANCTIONS_REFERRAL,1,1,119,7,7,6,account_statements|open_source|internal_referral|transaction_records,0,CLOSED_NO_FINDING,4,4,0,1,5,8,1,,,0,minor_findings,
CASE-0000430,SANCTIONS_REFERRAL,1,1,129,5,5,6,kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,4,21,1,,,0,minor_findings,
CASE-0000431,FRAUD_REFERRAL,1,1,97,7,7,9,open_source|internal_referral|transaction_records,1,ESCALATED_WITH_FINDING,2,2,1,1,1,22,1,,,0,clean,
CASE-0000432,FRAUD_REFERRAL,1,1,67,8,8,7,kyc_file,1,CLOSED_NO_FINDING,3,3,0,0,1,23,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000433,SANCTIONS_REFERRAL,1,1,161,5,5,3,negative_news_search|open_source|account_statements|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,4,11,1,,,0,clean,
CASE-0000434,LAYERING_PASSTHROUGH,1,1,195,5,5,7,account_statements|open_source,1,ESCALATED_WITH_FINDING,6,6,2,1,5,33,1,,,0,clean,
CASE-0000435,FUNNEL_ACCOUNT,1,1,204,8,8,5,negative_news_search|open_source,0,CLOSED_NO_FINDING,4,4,0,0,2,114,1,who,,0,major_findings,
CASE-0000436,STRUCTURING,1,1,96,4,4,9,correspondence|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,4,18,1,,,0,clean,
CASE-0000437,FUNNEL_ACCOUNT,1,1,235,6,6,6,internal_referral,0,CLOSED_NO_FINDING,2,2,0,1,4,27,1,,,0,minor_findings,
CASE-0000438,FUNNEL_ACCOUNT,1,1,261,3,3,8,negative_news_search|open_source,0,CLOSED_NO_FINDING,2,2,0,0,3,15,1,,,0,clean,
CASE-0000439,SANCTIONS_REFERRAL,1,1,127,3,3,4,open_source|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,3,10,1,,,0,clean,
CASE-0000440,LAYERING_PASSTHROUGH,1,1,310,3,3,3,open_source|negative_news_search|correspondence,0,CLOSED_NO_FINDING,6,6,0,1,3,61,1,,,0,minor_findings,
CASE-0000441,STRUCTURING,1,1,108,7,7,10,account_statements|negative_news_search|transaction_records|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,3,20,1,,,0,clean,
CASE-0000442,FUNNEL_ACCOUNT,1,1,216,5,5,7,correspondence|kyc_file|transaction_records,1,ESCALATED_WITH_FINDING,2,2,3,1,1,38,1,,,0,clean,
CASE-0000443,SANCTIONS_REFERRAL,1,1,146,5,5,6,account_statements|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,2,41,1,,,0,major_findings,
CASE-0000444,SANCTIONS_REFERRAL,1,1,137,4,4,5,negative_news_search|internal_referral,0,CLOSED_NO_FINDING,4,0,0,0,4,12,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000445,STRUCTURING,1,1,124,5,5,6,internal_referral|correspondence|open_source,0,CLOSED_NO_FINDING,5,5,0,0,4,44,0,,,0,major_findings,
CASE-0000446,FUNNEL_ACCOUNT,1,1,271,7,7,9,internal_referral|kyc_file|correspondence|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,19,1,,,0,clean,
CASE-0000447,STRUCTURING,1,1,68,8,8,6,kyc_file|internal_referral|account_statements|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,5,13,1,,,0,major_findings,
CASE-0000448,STRUCTURING,1,1,110,8,8,6,transaction_records|negative_news_search,1,ESCALATED_WITH_FINDING,2,2,3,1,4,13,1,,,0,clean,
CASE-0000449,FRAUD_REFERRAL,1,1,105,8,8,4,account_statements|open_source|negative_news_search|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,1,34,1,,,0,minor_findings,
CASE-0000450,FRAUD_REFERRAL,1,1,103,8,8,8,account_statements|transaction_records|kyc_file,0,CLOSED_NO_FINDING,2,2,0,1,3,40,1,,,0,minor_findings,
CASE-0000451,STRUCTURING,0,1,133,4,4,5,open_source|transaction_records|account_statements|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,4,9,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000452,STRUCTURING,1,1,108,8,8,10,open_source|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,1,12,0,,,0,major_findings,
CASE-0000453,SANCTIONS_REFERRAL,1,1,157,8,8,10,open_source|correspondence|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,5,3,1,,,0,clean,
CASE-0000454,FUNNEL_ACCOUNT,1,1,314,7,7,8,internal_referral|kyc_file|open_source,0,CLOSED_NO_FINDING,2,2,0,0,4,16,1,,,0,clean,
CASE-0000455,FRAUD_REFERRAL,1,1,63,5,5,10,internal_referral|account_statements|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,3,36,1,,,0,minor_findings,
CASE-0000456,FRAUD_REFERRAL,1,1,81,8,8,6,transaction_records|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,5,31,1,,,0,minor_findings,
CASE-0000457,FUNNEL_ACCOUNT,1,1,185,3,3,3,correspondence,0,CLOSED_NO_FINDING,5,5,0,0,4,37,1,,,0,minor_findings,
CASE-0000458,LAYERING_PASSTHROUGH,1,1,213,7,7,4,internal_referral|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,5,58,1,,,0,minor_findings,
